id,name,relationship,relative,relativename
Q101137,Yasuo Fukuda,child,Q2506910,Tatsuo Fukuda
Q101137,Yasuo Fukuda,father,Q315584,Takeo Fukuda
Q101137,Yasuo Fukuda,mother,Q17277936,Mie Fukuda
Q101137,Yasuo Fukuda,spouse,Q73281,Kiyoko Fukuda
Q1132669,Koji Omi,child,Q11465449,Asako Omi
Q1133192,Hiroyuki Hosoda,father,Q11606067,Kichizō Hosoda
Q1133194,Eisuke Mori,father,Q11540239,Yoshihide Mori
Q1133463,Shizuka Kamei,sibling,Q1658180,Ikuo Kamei
Q11353993,Hiromi Mitsubayashi,father,Q11353992,Yatarō Mitsubayashi
Q11353993,Hiromi Mitsubayashi,sibling,Q7677346,Takashi Mitsubayashi
Q11364418,Katsuhito Nakajima,father,Q11364572,Mahito Nakajima
Q1141271,Yoshimasa Hayashi,father,Q5462919,Yoshirō Hayashi
Q11458035,Itsurō Terada,father,Q11458010,Jirō Terada
Q11458942,Masanobu Ogura,spouse,Q11476371,Mai Shimamoto
Q11463874,Sadatoshi Ozato,child,Q8049988,Yasuhiro Ozato
Q11465449,Asako Omi,father,Q1132669,Koji Omi
Q11467778,Shiori Yamao,partner,Q39315566,Rintaro Kuramochi
Q11467778,Shiori Yamao,spouse,Q38896351,Yasuo Yamao
Q11467981,Tsutomu Yamazaki,child,Q38278358,Yuiko Yamazaki
Q11467981,Tsutomu Yamazaki,father,Q11468180,Tatsuo Yamazaki
Q11472782,Kazumasa Okajima,father,Q11472788,Masayuki Okajima
Q11500493,Jūrō Saitō,father,Q11500588,Noboru Saitō
Q11518790,Tarō Kimura,father,Q11518804,Morio Kimura
Q11518790,Tarō Kimura,sibling,Q41770594,Jirō Kimura
Q11519999,Hiranao Honda,spouse,Q5100105,Chinami Nishimura
Q11553342,Katsuyuki Kawai,spouse,Q65557037,Anri Kawai
Q11556075,Jun Tsushima,father,Q2602573,Yūji Tsushima
Q11556075,Jun Tsushima,relative,Q291672,Yūko Tsushima
Q11556075,Jun Tsushima,relative,Q317685,Osamu Dazai
Q11565069,Shigeo Takii,sibling,Q11417129,Shunzō Waku
Q1156675,Kaoru Yosano,father,Q6143061,Shigeru Yosano
Q1156675,Kaoru Yosano,mother,Q11361940,Michiko Yosano
