item,itemLabel,startDate,endDate,psid
Q212271,Keishu Tanaka,2012-10-01,2012-10-24,Q212271-B576D27F-2600-4D6F-8F01-3F160E0F8738
Q212305,Satsuki Eda,2011-01-14,2011-09-02,Q212305-28f12652-4580-8125-ab12-896d6e60e842
Q463331,Sadakazu Tanigaki,2012-12-26,2014-09-03,Q463331-920905CC-0F07-46CC-A253-2A52C144522E
Q552398,Makoto Taki,2012-10-24,2012-12-26,Q552398-0354E0CF-6ED9-4FB2-B274-C40B6F11801F
Q552398,Makoto Taki,2012-06-04,2012-10-01,Q552398-407CFFA1-D183-4F45-8C22-E6A1586807DC
Q8056070,Yoshihisa Furukawa,2021-10-04,,Q8056070-991b0e2a-4503-838e-9263-45c3b63f9f9a
Q962110,Toshio Ogawa,2012-01-13,2012-06-04,Q962110-8C67F073-E3D9-4955-8D32-BEDBC6C9E3C1
Q965723,Yoshito Sengoku,2010-11-22,2011-01-14,Q965723-2F21504F-636A-4775-B73E-6640E748CD1D
Q984305,Hideo Hiraoka,2011-09-02,2012-01-13,Q984305-7CAA92A7-365F-4A45-8607-8D881EEAB5BC
